# D = 0
# z-slice at iz = N/2 (z = p/2)
# x/p  y/p  delta  vx  vy  vz
0  0.796875  0.00290285  6.22322e-20  0.000443272  -8.22319e-20
0  0.8125  0.00382683  3.41869e-20  0.000479363  -6.75066e-20
0  0.828125  0.00471397  0  0.000520455  5.57154e-19
0  0.84375  0.0055557  0  0.000562319  5.12653e-19
0  0.859375  0.00634393  4.9292e-20  0.000599738  6.79506e-19
0  0.875  0.00707107  5.71089e-20  0.000626756  1.24663e-18
0  0.890625  0.0077301  5.26958e-20  0.00063714  2.63479e-20
0  0.90625  0.0083147  -4.23158e-20  0.000625066  -2.11579e-20
0  0.921875  0.00881921  -9.11256e-21  0.000585951  1.23908e-18
0  0.9375  0.0092388  -5.74227e-20  0.000517312  5.62727e-21
0  0.953125  0.0095694  5.50923e-20  0.000419461  6.03377e-21
0  0.96875  0.00980785  2.74483e-20  0.000295874  2.19364e-18
0  0.984375  0.00995185  7.49078e-20  0.000153074  1.16014e-18

0.015625  0  0.00995185  -0.000153074  1.04482e-19  1.06761e-18
0.015625  0.015625  0.00990393  -0.000152362  -0.000152362  -1.92764e-20
0.015625  0.03125  0.00976063  -0.000150232  -0.000294582  6.48837e-20
0.015625  0.046875  0.00952332  -0.000146697  -0.000417829  1.16925e-18
0.015625  0.0625  0.00919431  -0.000141781  -0.000515646  1.20414e-18
0.015625  0.078125  0.00877675  -0.00013552  -0.000584577  1.19298e-18
0.015625  0.09375  0.00827466  -0.000127959  -0.000624278  1.00067e-19
0.015625  0.109375  0.00769288  -0.000119156  -0.000637169  1.17673e-18
0.015625  0.125  0.00703702  -0.000109181  -0.000627746  1.10657e-18
0.015625  0.140625  0.00631339  -9.81193e-05  -0.000601743  7.49402e-19
0.015625  0.15625  0.00552895  -8.60676e-05  -0.00056531  9.85602e-19
0.015625  0.171875  0.00469127  -7.31369e-05  -0.000524342  5.48507e-19
0.015625  0.1875  0.00380841  -5.9451e-05  -0.000484011  1.10738e-19
0.015625  0.203125  0.00288887  -4.51452e-05  -0.000448521  4.19479e-19
0.015625  0.21875  0.00194151  -3.03648e-05  -0.000421035  4.93659e-19
0.015625  0.234375  0.000975452  -1.52634e-05  -0.000403715  1.61157e-19
0.015625  0.25  -2.22045e-16  -8.69971e-21  -0.000397805  -1.08895e-19
0.015625  0.265625  -0.000975452  1.52636e-05  -0.000403711  -1.05626e-19
0.015625  0.28125  -0.00194151  3.03654e-05  -0.000421028  -2.68357e-19
0.015625  0.296875  -0.00288887  4.51464e-05  -0.000448512  -4.09128e-19
0.015625  0.3125  -0.00380841  5.94532e-05  -0.000484002  4.87141e-20
0.015625  0.328125  -0.00469127  7.31402e-05  -0.000524336  -6.0632e-19
0.015625  0.34375  -0.00552895  8.60721e-05  -0.000565309  -6.05051e-19
0.015625  0.359375  -0.00631339  9.81252e-05  -0.000601749  -8.28204e-19
0.015625  0.375  -0.00703702  0.000109188  -0.000627761  6.09303e-20
0.015625  0.390625  -0.00769288  0.000119164  -0.000637193  -1.17715e-18
0.015625  0.40625  -0.00827466  0.000127969  -0.00062431  -2.20296e-19
0.015625  0.421875  -0.00877675  0.000135531  -0.000584614  -9.9556e-19
0.015625  0.4375  -0.00919431  0.000141794  -0.000515685  -1.10455e-18
0.015625  0.453125  -0.00952332  0.00014671  -0.000417864  -1.1878e-18
0.015625  0.46875  -0.00976063  0.000150246  -0.000294609  -1.59423e-19
0.015625  0.484375  -0.00990393  0.000152377  -0.000152377  -2.24717e-18
0.015625  0.5  -0.00995185  0.000153089  -1.03155e-18  -1.14551e-18
0.015625  0.515625  -0.00990393  0.000152377  0.000152377  -4.16152e-21
0.015625  0.53125  -0.00976063  0.000150246  0.000294609  -1.41914e-20
0.015625  0.546875  -0.00952332  0.00014671  0.000417864  -1.0479e-18
0.015625  0.5625  -0.00919431  0.000141794  0.000515685  -1.06057e-18
0.015625  0.578125  -0.00877675  0.000135531  0.000584614  -1.09103e-18
0.015625  0.59375  -0.00827466  0.000127969  0.00062431  -4.89357e-20
0.015625  0.609375  -0.00769288  0.000119164  0.000637193  -7.10865e-20
0.015625  0.625  -0.00703702  0.000109188  0.000627761  -1.07198e-18
0.015625  0.640625  -0.00631339  9.81252e-05  0.000601749  -2.06706e-19
0.015625  0.65625  -0.00552895  8.60721e-05  0.000565309  -5.96783e-19
0.015625  0.671875  -0.00469127  7.31402e-05  0.000524336  -7.28999e-19
0.015625  0.6875  -0.00380841  5.94532e-05  0.000484002  -6.16041e-20
0.015625  0.703125  -0.00288887  4.51464e-05  0.000448512  -6.4633e-19
0.015625  0.71875  -0.00194151  3.03654e-05  0.000421028  -3.07535e-19
0.015625  0.734375  -0.000975452  1.52636e-05  0.000403711  -1.66155e-19
0.015625  0.75  -2.22045e-16  -2.13741e-20  0.000397805  -1.46609e-19
0.015625  0.765625  0.000975452  -1.52634e-05  0.000403715  -1.3334e-19
0.015625  0.78125  0.00194151  -3.03648e-05  0.000421035  2.50464e-19
0.015625  0.796875  0.00288887  -4.51452e-05  0.000448521  -2.3895e-20
0.015625  0.8125  0.00380841  -5.9451e-05  0.000484011  2.67807e-20
0.015625  0.828125  0.00469127  -7.31369e-05  0.000524342  1.1245e-18
0.015625  0.84375  0.00552895  -8.60676e-05  0.00056531  1.18699e-18
0.015625  0.859375  0.00631339  -9.81193e-05  0.000601743  1.2792e-18
0.015625  0.875  0.00703702  -0.000109181  0.000627746  -2.16548e-20
0.015625  0.890625  0.00769288  -0.000119156  0.000637169  1.24608e-18
0.015625  0.90625  0.00827466  -0.000127959  0.000624278  -3.3524e-20
0.015625  0.921875  0.00877675  -0.00013552  0.000584577  2.42906e-18
0.015625  0.9375  0.00919431  -0.000141781  0.000515646  4.15723e-20
0.015625  0.953125  0.00952332  -0.000146697  0.000417829  1.16157e-18
0.015625  0.96875  0.00976063  -0.000150232  0.000294582  0
0.015625  0.984375  0.00990393  -0.000152362  0.000152362  1.04328e-19

0.03125  0  0.00980785  -0.000295874  1.05302e-19  2.36951e-18
0.03125  0.015625  0.00976063  -0.000294582  -0.000150232  -1.25433e-19
0.03125  0.03125  0.0096194  -0.000290707  -0.000290707  2.26954e-18
0.03125  0.046875  0.00938553  -0.000284255  -0.000412916  -1.11652e-19
0.03125  0.0625  0.00906127  -0.000275235  -0.000510598  7.22273e-20
0.03125  0.078125  0.00864975  -0.000263669  -0.000580354  1.16881e-18
0.03125  0.09375  0.00815493  -0.000249592  -0.000621758  -0
0.03125  0.109375  0.00758157  -0.000233063  -0.000637038  2.94914e-20
0.03125  0.125  0.0069352  -0.000214165  -0.00063044  1.11106e-18
0.03125  0.140625  0.00622204  -0.000193017  -0.000607431  1.12044e-18
0.03125  0.15625  0.00544895  -0.000169774  -0.000573923  1.08323e-18
0.03125  0.171875  0.00462339  -0.000144632  -0.000535617  1.23265e-19
0.03125  0.1875  0.0037533  -0.000117827  -0.000497555  5.33097e-19
0.03125  0.203125  0.00284707  -8.9636e-05  -0.000463863  -9.2379e-20
0.03125  0.21875  0.00191342  -6.03705e-05  -0.000437669  3.74432e-19
0.03125  0.234375  0.000961338  -3.03714e-05  -0.000421123  1.35052e-19
0.03125  0.25  -4.44089e-16  -4.62333e-20  -0.00041547  -9.78379e-20
0.03125  0.265625  -0.000961338  3.03717e-05  -0.000421119  5.40728e-20
0.03125  0.28125  -0.00191342  6.03716e-05  -0.000437663  -7.41699e-20
0.03125  0.296875  -0.00284707  8.96384e-05  -0.000463855  8.52466e-20
0.03125  0.3125  -0.0037533  0.000117831  -0.000497547  -8.5037e-20
0.03125  0.328125  -0.00462339  0.000144638  -0.000535612  -1.062e-18
0.03125  0.34375  -0.00544895  0.000169783  -0.000573923  -1.1045e-18
0.03125  0.359375  -0.00622204  0.000193029  -0.000607438  -1.08282e-18
0.03125  0.375  -0.0069352  0.000214179  -0.000630456  5.44527e-20
0.03125  0.390625  -0.00758157  0.000233079  -0.000637062  -1.21377e-19
0.03125  0.40625  -0.00815493  0.000249612  -0.00062179  -4.23977e-20
0.03125  0.421875  -0.00864975  0.00026369  -0.000580391  -9.9514e-19
0.03125  0.4375  -0.00906127  0.000275259  -0.000510636  -0
0.03125  0.453125  -0.00938553  0.00028428  -0.00041295  7.92271e-20
0.03125  0.46875  -0.0096194  0.000290733  -0.000290733  -2.29339e-18
0.03125  0.484375  -0.00976063  0.000294609  -0.000150246  2.83828e-20
0.03125  0.5  -0.00980785  0.000295901  -2.09916e-18  -2.0344e-18
0.03125  0.515625  -0.00976063  0.000294609  0.000150246  3.71374e-20
0.03125  0.53125  -0.0096194  0.000290733  0.000290733  -2.44291e-18
0.03125  0.546875  -0.00938553  0.00028428  0.00041295  -2.08163e-19
0.03125  0.5625  -0.00906127  0.000275259  0.000510636  -1.75581e-19
0.03125  0.578125  -0.00864975  0.00026369  0.000580391  -1.23831e-18
0.03125  0.59375  -0.00815493  0.000249612  0.00062179  -1.01818e-19
0.03125  0.609375  -0.00758157  0.000233079  0.000637062  1.1332e-19
0.03125  0.625  -0.0069352  0.000214179  0.000630456  4.8086e-20
0.03125  0.640625  -0.00622204  0.000193029  0.000607438  -1.00866e-18
0.03125  0.65625  -0.00544895  0.000169783  0.000573923  -1.18497e-18
0.03125  0.671875  -0.00462339  0.000144638  0.000535612  -4.32135e-20
0.03125  0.6875  -0.0037533  0.000117831  0.000497547  6.01107e-21
0.03125  0.703125  -0.00284707  8.96384e-05  0.000463855  -6.3935e-20
0.03125  0.71875  -0.00191342  6.03716e-05  0.000437663  7.01861e-21
0.03125  0.734375  -0.000961338  3.03717e-05  0.000421119  7.71471e-20
0.03125  0.75  -6.66134e-16  1.31534e-20  0.00041547  -8.58186e-20
0.03125  0.765625  0.000961338  -3.03714e-05  0.000421123  7.91654e-21
0.03125  0.78125  0.00191342  -6.03705e-05  0.000437669  1.17637e-19
0.03125  0.796875  0.00284707  -8.9636e-05  0.000463863  -4.25021e-20
0.03125  0.8125  0.0037533  -0.000117827  0.000497555  7.67864e-19
0.03125  0.828125  0.00462339  -0.000144632  0.000535617  -4.65097e-20
0.03125  0.84375  0.00544895  -0.000169774  0.000573923  4.36421e-20
0.03125  0.859375  0.00622204  -0.000193017  0.000607431  8.02696e-19
0.03125  0.875  0.0069352  -0.000214165  0.00063044  1.12862e-18
0.03125  0.890625  0.00758157  -0.000233063  0.000637038  -4.97833e-20
0.03125  0.90625  0.00815493  -0.000249592  0.000621758  -1.8146e-20
0.03125  0.921875  0.00864975  -0.000263669  0.000580354  1.16595e-18
0.03125  0.9375  0.00906127  -0.000275235  0.000510598  4.92448e-20
0.03125  0.953125  0.00938553  -0.000284255  0.000412916  -9.84891e-21
0.03125  0.96875  0.0096194  -0.000290707  0.000290707  2.02052e-18
0.03125  0.984375  0.00976063  -0.000294582  0.000150232  7.02677e-20

0.046875  0  0.0095694  -0.000419461  2.21681e-20  -6.58485e-20
0.046875  0.015625  0.00952332  -0.000417829  -0.000146697  1.01915e-18
0.046875  0.03125  0.00938553  -0.000412916  -0.000284255  9.336e-20
0.046875  0.046875  0.00915735  -0.000404675  -0.000404675  -1.35938e-19
0.046875  0.0625  0.00884098  -0.000393038  -0.000502023  2.17887e-18
0.046875  0.078125  0.00843946  -0.000377927  -0.000572994  -1.56437e-19
0.046875  0.09375  0.00795667  -0.000359267  -0.000617041  -1.55472e-20
0.046875  0.109375  0.00739725  -0.00033701  -0.000636098  1.23244e-18
0.046875  0.125  0.00676659  -0.000311152  -0.000634013  -4.20253e-20
0.046875  0.140625  0.00607077  -0.000281749  -0.000615829  7.95516e-19
0.046875  0.15625  0.00531648  -0.000248939  -0.000587067  5.58079e-19
0.046875  0.171875  0.00451099  -0.000212951  -0.000553113  -6.57127e-20
0.046875  0.1875  0.00366205  -0.000174111  -0.000518784  1.40213e-20
0.046875  0.203125  0.00277785  -0.000132844  -0.000488068  -4.69163e-20
0.046875  0.21875  0.0018669  -8.96672e-05  -0.000464021  -4.75615e-20
0.046875  0.234375  0.000937966  -4.51707e-05  -0.000448767  1.9886e-19
0.046875  0.25  -2.22045e-16  -9.74307e-20  -0.000443546  7.34969e-20
0.046875  0.265625  -0.000937966  4.51711e-05  -0.000448764  -2.52274e-19
0.046875  0.28125  -0.0018669  8.96688e-05  -0.000464016  -1.29071e-19
0.046875  0.296875  -0.00277785  0.000132848  -0.000488062  -5.75868e-19
0.046875  0.3125  -0.00366205  0.000174117  -0.000518779  9.85447e-20
0.046875  0.328125  -0.00451099  0.00021296  -0.00055311  1.68813e-19
0.046875  0.34375  -0.00531648  0.000248952  -0.000587069  -1.01823e-18
0.046875  0.359375  -0.00607077  0.000281765  -0.000615838  -5.28777e-21
0.046875  0.375  -0.00676659  0.000311171  -0.00063403  -1.27124e-18
0.046875  0.390625  -0.00739725  0.000337033  -0.000636123  -1.28588e-18
0.046875  0.40625  -0.00795667  0.000359293  -0.000617072  1.40737e-19
0.046875  0.421875  -0.00843946  0.000377955  -0.00057303  -8.61847e-21
0.046875  0.4375  -0.00884098  0.000393069  -0.000502059  -2.21463e-18
0.046875  0.453125  -0.00915735  0.000404708  -0.000404708  3.72115e-20
0.046875  0.46875  -0.00938553  0.00041295  -0.00028428  1.06511e-20
0.046875  0.484375  -0.00952332  0.000417864  -0.00014671  -1.15757e-18
0.046875  0.5  -0.0095694  0.000419496  2.23812e-20  -5.42981e-21
0.046875  0.515625  -0.00952332  0.000417864  0.00014671  -1.20679e-18
0.046875  0.53125  -0.00938553  0.00041295  0.00028428  2.37374e-20
0.046875  0.546875  -0.00915735  0.000404708  0.000404708  -1.49965e-19
0.046875  0.5625  -0.00884098  0.000393069  0.000502059  -2.32186e-18
0.046875  0.578125  -0.00843946  0.000377955  0.00057303  -3.24779e-20
0.046875  0.59375  -0.00795667  0.000359293  0.000617072  -4.37883e-20
0.046875  0.609375  -0.00739725  0.000337033  0.000636123  -1.1273e-18
0.046875  0.625  -0.00676659  0.000311171  0.00063403  -1.1064e-18
0.046875  0.640625  -0.00607077  0.000281765  0.000615838  -1.27952e-18
0.046875  0.65625  -0.00531648  0.000248952  0.000587069  -1.29537e-18
0.046875  0.671875  -0.00451099  0.00021296  0.00055311  -1.56548e-19
0.046875  0.6875  -0.00366205  0.000174117  0.000518779  1.7069e-19
0.046875  0.703125  -0.00277785  0.000132848  0.000488062  -5.01248e-19
0.046875  0.71875  -0.0018669  8.96688e-05  0.000464016  -2.74508e-19
0.046875  0.734375  -0.000937966  4.51711e-05  0.000448764  9.90187e-22
0.046875  0.75  0  1.66011e-19  0.000443546  -1.37212e-19
0.046875  0.765625  0.000937966  -4.51707e-05  0.000448767  1.27008e-19
0.046875  0.78125  0.0018669  -8.96672e-05  0.000464021  3.39579e-19
0.046875  0.796875  0.00277785  -0.000132844  0.000488068  4.54557e-19
0.046875  0.8125  0.00366205  -0.000174111  0.000518784  1.71841e-19
0.046875  0.828125  0.00451099  -0.000212951  0.000553113  1.22091e-20
0.046875  0.84375  0.00531648  -0.000248939  0.000587067  1.11814e-18
0.046875  0.859375  0.00607077  -0.000281749  0.000615829  1.17028e-18
0.046875  0.875  0.00676659  -0.000311152  0.000634013  2.83601e-20
0.046875  0.890625  0.00739725  -0.00033701  0.000636098  1.03898e-18
0.046875  0.90625  0.00795667  -0.000359267  0.000617041  5.89885e-20
0.046875  0.921875  0.00843946  -0.000377927  0.000572994  5.25804e-20
0.046875  0.9375  0.00884098  -0.000393038  0.000502023  1.24018e-18
0.046875  0.953125  0.00915735  -0.000404675  0.000404675  3.79813e-20
0.046875  0.96875  0.00938553  -0.000412916  0.000284255  -1.25823e-19
0.046875  0.984375  0.00952332  -0.000417829  0.000146697  1.20648e-18

0.0625  0  0.0092388  -0.000517312  -6.41999e-20  5.74227e-20
0.0625  0.015625  0.00919431  -0.000515646  -0.000141781  9.4668e-19
0.0625  0.03125  0.00906127  -0.000510598  -0.000275235  1.07244e-19
0.0625  0.046875  0.00884098  -0.000502023  -0.000393038  2.19037e-18
0.0625  0.0625  0.00853553  -0.000489693  -0.000489693  1.0495e-18
0.0625  0.078125  0.00814789  -0.000473326  -0.000562039  -3.93142e-20
0.0625  0.09375  0.00768178  -0.000452618  -0.000609388  1.22652e-18
0.0625  0.109375  0.00714169  -0.000427279  -0.000633304  1.17807e-18
0.0625  0.125  0.00653281  -0.000397079  -0.000637125  2.72558e-21
0.0625  0.140625  0.00586103  -0.000361889  -0.000625336  9.71997e-19
0.0625  0.15625  0.0051328  -0.000321721  -0.000602933  6.68037e-19
0.0625  0.171875  0.00435514  -0.000276763  -0.00057487  1.27205e-18
0.0625  0.1875  0.00353553  -0.000227394  -0.000545641  -7.92998e-20
0.0625  0.203125  0.00268188  -0.000174192  -0.000519023  1.77664e-19
0.0625  0.21875  0.0018024  -0.000117923  -0.000497954  3.49521e-19
0.0625  0.234375  0.00090556  -5.95124e-05  -0.000484501  1.39395e-19
0.0625  0.25  0  2.89897e-20  -0.000479881  9.59763e-20
0.0625  0.265625  -0.00090556  5.95129e-05  -0.000484498  -7.05513e-20
0.0625  0.28125  -0.0018024  0.000117925  -0.000497951  4.91739e-20
0.0625  0.296875  -0.00268188  0.000174196  -0.00051902  -4.42032e-19
0.0625  0.3125  -0.00353553  0.000227401  -0.000545638  -4.78582e-19
0.0625  0.328125  -0.00435514  0.000276774  -0.00057487  1.03409e-19
0.0625  0.34375  -0.0051328  0.000321736  -0.000602938  -2.50453e-19
0.0625  0.359375  -0.00586103  0.000361908  -0.000625347  -1.06666e-18
0.0625  0.375  -0.00653281  0.000397102  -0.000637143  -1.25833e-18
0.0625  0.390625  -0.00714169  0.000427306  -0.00063333  -1.08177e-18
0.0625  0.40625  -0.00768178  0.000452648  -0.000609419  -9.41178e-19
0.0625  0.421875  -0.00814789  0.000473359  -0.000562074  4.83995e-20
0.0625  0.4375  -0.00853553  0.000489728  -0.000489728  -1.1749e-18
0.0625  0.453125  -0.00884098  0.000502059  -0.000393069  -2.41835e-18
0.0625  0.46875  -0.00906127  0.000510636  -0.000275259  1.2865e-19
0.0625  0.484375  -0.00919431  0.000515685  -0.000141794  -1.07574e-18
0.0625  0.5  -0.0092388  0.000517351  7.61548e-20  3.52376e-20
0.0625  0.515625  -0.00919431  0.000515685  0.000141794  -1.00901e-18
0.0625  0.53125  -0.00906127  0.000510636  0.000275259  9.66241e-20
0.0625  0.546875  -0.00884098  0.000502059  0.000393069  -2.14177e-18
0.0625  0.5625  -0.00853553  0.000489728  0.000489728  -2.04498e-18
0.0625  0.578125  -0.00814789  0.000473359  0.000562074  9.14147e-20
0.0625  0.59375  -0.00768178  0.000452648  0.000609419  -1.24795e-18
0.0625  0.609375  -0.00714169  0.000427306  0.00063333  -1.05853e-18
0.0625  0.625  -0.00653281  0.000397102  0.000637143  -1.18146e-18
0.0625  0.640625  -0.00586103  0.000361908  0.000625347  -1.24059e-18
0.0625  0.65625  -0.0051328  0.000321736  0.000602938  -1.18259e-18
0.0625  0.671875  -0.00435514  0.000276774  0.00057487  -1.10695e-18
0.0625  0.6875  -0.00353553  0.000227401  0.000545638  1.59161e-19
0.0625  0.703125  -0.00268188  0.000174196  0.00051902  -3.64417e-19
0.0625  0.71875  -0.0018024  0.000117925  0.000497951  -2.11059e-19
0.0625  0.734375  -0.00090556  5.95129e-05  0.000484498  -1.33254e-19
0.0625  0.75  0  1.20279e-19  0.000479881  -1.32365e-19
0.0625  0.765625  0.00090556  -5.95124e-05  0.000484501  1.91098e-19
0.0625  0.78125  0.0018024  -0.000117923  0.000497954  1.59619e-19
0.0625  0.796875  0.00268188  -0.000174192  0.000519023  -1.50385e-19
0.0625  0.8125  0.00353553  -0.000227394  0.000545641  1.2653e-19
0.0625  0.828125  0.00435514  -0.000276763  0.00057487  1.2562e-18
0.0625  0.84375  0.0051328  -0.000321721  0.000602933  1.04687e-18
0.0625  0.859375  0.00586103  -0.000361889  0.000625336  4.61264e-20
0.0625  0.875  0.00653281  -0.000397079  0.000637125  1.20558e-18
0.0625  0.890625  0.00714169  -0.000427279  0.000633304  1.32431e-18
0.0625  0.90625  0.00768178  -0.000452618  0.000609388  1.23223e-18
0.0625  0.921875  0.00814789  -0.000473326  0.000562039  6.42549e-20
0.0625  0.9375  0.00853553  -0.000489693  0.000489693  1.24192e-18
0.0625  0.953125  0.00884098  -0.000502023  0.000393038  2.3435e-18
0.0625  0.96875  0.00906127  -0.000510598  0.000275235  5.19819e-20
0.0625  0.984375  0.00919431  -0.000515646  0.000141781  1.01279e-18

0.078125  0  0.00881921  -0.000585951  -5.28293e-20  1.12967e-18
0.078125  0.015625  0.00877675  -0.000584577  -0.00013552  1.18439e-18
0.078125  0.03125  0.00864975  -0.000580354  -0.000263669  1.19548e-18
0.078125  0.046875  0.00843946  -0.000572994  -0.000377927  5.25804e-20
0.078125  0.0625  0.00814789  -0.000562039  -0.000473326  -1.16579e-19
0.078125  0.078125  0.00777785  -0.000546904  -0.000546904  1.16854e-18
0.078125  0.09375  0.00733291  -0.00052693  -0.000597835  1.03298e-18
0.078125  0.109375  0.00681734  -0.000501449  -0.000627276  5.57224e-20
0.078125  0.125  0.00623613  -0.000469858  -0.000637978  -3.10506e-20
0.078125  0.140625  0.00559485  -0.0004317  -0.000633772  5.79786e-19
0.078125  0.15625  0.00489969  -0.000386737  -0.000619021  5.09912e-19
0.078125  0.171875  0.00415735  -0.000335018  -0.000598137  6.35294e-20
0.078125  0.1875  0.00337497  -0.000276921  -0.000575194  -4.99532e-20
0.078125  0.203125  0.00256008  -0.000213171  -0.00055368  -2.28989e-20
0.078125  0.21875  0.00172054  -0.000144832  -0.00053635  2.95303e-19
0.078125  0.234375  0.000864434  -7.32541e-05  -0.00052517  1.89779e-19
0.078125  0.25  -2.22045e-16  -2.64031e-20  -0.000521313  4.43464e-20
0.078125  0.265625  -0.000864434  7.32547e-05  -0.000525169  -7.85203e-20
0.078125  0.28125  -0.00172054  0.000144835  -0.000536348  -3.03802e-19
0.078125  0.296875  -0.00256008  0.000213176  -0.000553679  -7.44774e-20
0.078125  0.3125  -0.00337497  0.000276929  -0.000575195  -5.28555e-19
0.078125  0.328125  -0.00415735  0.000335031  -0.00059814  1.91086e-19
0.078125  0.34375  -0.00489969  0.000386754  -0.000619029  -6.44363e-19
0.078125  0.359375  -0.00559485  0.000431721  -0.000633786  -1.28427e-18
0.078125  0.375  -0.00623613  0.000469883  -0.000637998  -1.15373e-18
0.078125  0.390625  -0.00681734  0.000501477  -0.000627302  9.21151e-20
0.078125  0.40625  -0.00733291  0.000526961  -0.000597866  -1.06217e-18
0.078125  0.421875  -0.00777785  0.000546937  -0.000546937  -1.04346e-18
0.078125  0.4375  -0.00814789  0.000562074  -0.000473359  7.15967e-20
0.078125  0.453125  -0.00843946  0.00057303  -0.000377955  1.78311e-19
0.078125  0.46875  -0.00864975  0.000580391  -0.00026369  -1.04271e-18
0.078125  0.484375  -0.00877675  0.000584614  -0.000135531  -9.70372e-19
0.078125  0.5  -0.00881921  0.000585989  -1.17782e-18  -9.37606e-19
0.078125  0.515625  -0.00877675  0.000584614  0.000135531  -1.06535e-18
0.078125  0.53125  -0.00864975  0.000580391  0.00026369  -1.18474e-18
0.078125  0.546875  -0.00843946  0.00057303  0.000377955  4.97148e-20
0.078125  0.5625  -0.00814789  0.000562074  0.000473359  -1.18507e-19
0.078125  0.578125  -0.00777785  0.000546937  0.000546937  -1.15083e-18
0.078125  0.59375  -0.00733291  0.000526961  0.000597866  -5.14762e-20
0.078125  0.609375  -0.00681734  0.000501477  0.000627302  -4.45587e-21
0.078125  0.625  -0.00623613  0.000469883  0.000637998  -1.19829e-18
0.078125  0.640625  -0.00559485  0.000431721  0.000633786  -1.24643e-18
0.078125  0.65625  -0.00489969  0.000386754  0.000619029  -4.62037e-20
0.078125  0.671875  -0.00415735  0.000335031  0.00059814  3.18723e-20
0.078125  0.6875  -0.00337497  0.000276929  0.000575195  4.54795e-21
0.078125  0.703125  -0.00256008  0.000213176  0.000553679  -3.18172e-21
