# D = 174.98
# x/p  delta  log(2+delta)  velocity
0.123047  0.00655527  0.302451  0.00874974
0.125  0.00647586  0.302434  0.00886072
0.126953  0.00639548  0.302417  0.00897042
0.128906  0.00631413  0.302399  0.00907883
0.130859  0.00623183  0.302381  0.00918594
0.132812  0.0061486  0.302363  0.00929171
0.134766  0.00606444  0.302345  0.00939615
0.136719  0.00597937  0.302326  0.00949923
0.138672  0.0058934  0.302308  0.00960094
0.140625  0.00580654  0.302289  0.00970127
0.142578  0.00571881  0.30227  0.00980019
0.144531  0.00563022  0.302251  0.00989769
0.146484  0.00554078  0.302231  0.00999376
0.148438  0.00545051  0.302212  0.0100884
0.150391  0.00535943  0.302192  0.0101815
0.152344  0.00526754  0.302172  0.0102732
0.154297  0.00517485  0.302152  0.0103634
0.15625  0.0050814  0.302132  0.0104521
0.158203  0.00498717  0.302112  0.0105393
0.160156  0.00489221  0.302091  0.0106249
0.162109  0.0047965  0.30207  0.010709
0.164062  0.00470008  0.302049  0.0107915
0.166016  0.00460296  0.302028  0.0108724
0.167969  0.00450514  0.302007  0.0109518
0.169922  0.00440665  0.301986  0.0110296
0.171875  0.00430751  0.301964  0.0111057
0.173828  0.00420771  0.301943  0.0111803
0.175781  0.00410729  0.301921  0.0112532
0.177734  0.00400626  0.301899  0.0113244
0.179688  0.00390462  0.301877  0.011394
0.181641  0.00380241  0.301855  0.0114619
0.183594  0.00369962  0.301833  0.0115282
0.185547  0.00359628  0.30181  0.0115927
0.1875  0.00349241  0.301788  0.0116556
0.189453  0.00338802  0.301765  0.0117167
0.191406  0.00328312  0.301742  0.0117761
0.193359  0.00317773  0.301719  0.0118338
0.195312  0.00307188  0.301697  0.0118897
0.197266  0.00296556  0.301673  0.0119439
0.199219  0.0028588  0.30165  0.0119963
0.201172  0.00275162  0.301627  0.012047
0.203125  0.00264404  0.301604  0.0120958
0.205078  0.00253606  0.30158  0.0121429
0.207031  0.0024277  0.301557  0.0121882
0.208984  0.00231899  0.301533  0.0122317
0.210938  0.00220993  0.30151  0.0122733
0.212891  0.00210055  0.301486  0.0123132
0.214844  0.00199086  0.301462  0.0123512
0.216797  0.00188087  0.301438  0.0123874
0.21875  0.00177061  0.301414  0.0124217
0.220703  0.00166009  0.30139  0.0124542
0.222656  0.00154933  0.301366  0.0124849
0.224609  0.00143834  0.301342  0.0125136
0.226562  0.00132714  0.301318  0.0125405
0.228516  0.00121575  0.301294  0.0125656
0.230469  0.00110419  0.30127  0.0125887
0.232422  0.000992465  0.301245  0.01261
0.234375  0.000880599  0.301221  0.0126294
0.236328  0.000768609  0.301197  0.0126469
0.238281  0.00065651  0.301173  0.0126626
0.240234  0.00054432  0.301148  0.0126763
0.242188  0.000432056  0.301124  0.0126881
0.244141  0.000319735  0.301099  0.012698
0.246094  0.000207373  0.301075  0.012706
0.248047  9.49883e-05  0.301051  0.0127121
0.25  -1.74031e-05  0.301026  0.0127163
0.251953  -0.000129784  0.301002  0.0127185
0.253906  -0.000242137  0.300977  0.0127189
0.255859  -0.000354447  0.300953  0.0127173
0.257812  -0.000466695  0.300929  0.0127138
0.259766  -0.000578864  0.300904  0.0127084
0.261719  -0.000690939  0.30088  0.0127011
0.263672  -0.000802902  0.300856  0.0126918
0.265625  -0.000914737  0.300831  0.0126806
0.267578  -0.00102643  0.300807  0.0126675
0.269531  -0.00113795  0.300783  0.0126525
0.271484  -0.0012493  0.300759  0.0126356
0.273438  -0.00136045  0.300734  0.0126167
0.275391  -0.00147139  0.30071  0.0125959
0.277344  -0.0015821  0.300686  0.0125733
0.279297  -0.00169257  0.300662  0.0125487
0.28125  -0.00180277  0.300638  0.0125221
0.283203  -0.00191269  0.300614  0.0124937
0.285156  -0.00202232  0.300591  0.0124634
0.287109  -0.00213164  0.300567  0.0124312
0.289062  -0.00224063  0.300543  0.012397
0.291016  -0.00234927  0.30052  0.012361
0.292969  -0.00245755  0.300496  0.0123231
0.294922  -0.00256546  0.300473  0.0122833
0.296875  -0.00267298  0.300449  0.0122416
0.298828  -0.00278008  0.300426  0.0121981
0.300781  -0.00288676  0.300403  0.0121527
0.302734  -0.002993  0.30038  0.0121054
0.304688  -0.00309878  0.300357  0.0120562
0.306641  -0.00320409  0.300334  0.0120052
0.308594  -0.00330891  0.300311  0.0119524
0.310547  -0.00341323  0.300288  0.0118977
0.3125  -0.00351702  0.300266  0.0118411
0.314453  -0.00362028  0.300243  0.0117828
0.316406  -0.00372299  0.300221  0.0117226
0.318359  -0.00382514  0.300199  0.0116606
0.320312  -0.0039267  0.300176  0.0115969
0.322266  -0.00402767  0.300155  0.0115313
0.324219  -0.00412803  0.300133  0.011464
0.326172  -0.00422776  0.300111  0.0113948
0.328125  -0.00432684  0.300089  0.0113239
0.330078  -0.00442528  0.300068  0.0112513
0.332031  -0.00452304  0.300047  0.0111769
0.333984  -0.00462011  0.300026  0.0111008
0.335938  -0.00471649  0.300005  0.0110229
0.337891  -0.00481215  0.299984  0.0109434
0.339844  -0.00490709  0.299963  0.0108621
0.341797  -0.00500128  0.299943  0.0107792
0.34375  -0.00509471  0.299922  0.0106945
0.345703  -0.00518738  0.299902  0.0106082
0.347656  -0.00527926  0.299882  0.0105203
0.349609  -0.00537035  0.299862  0.0104307
0.351562  -0.00546062  0.299843  0.0103395
0.353516  -0.00555007  0.299823  0.0102467
0.355469  -0.00563868  0.299804  0.0101522
0.357422  -0.00572643  0.299785  0.0100562
0.359375  -0.00581333  0.299766  0.00995865
0.361328  -0.00589935  0.299747  0.0098595
0.363281  -0.00598447  0.299729  0.00975882
0.365234  -0.0060687  0.29971  0.0096566
0.367188  -0.00615201  0.299692  0.00955287
0.369141  -0.00623439  0.299674  0.00944765
0.371094  -0.00631584  0.299656  0.00934094
0.373047  -0.00639633  0.299639  0.00923277
0.375  -0.00647586  0.299621  0.00912314
0.376953  -0.00655441  0.299604  0.00901209
0.378906  -0.00663198  0.299587  0.00889961
0.380859  -0.00670855  0.299571  0.00878574
0.382812  -0.0067841  0.299554  0.00867048
0.384766  -0.00685864  0.299538  0.00855386
0.386719  -0.00693215  0.299522  0.0084359
0.388672  -0.00700461  0.299506  0.0083166
0.390625  -0.00707602  0.299491  0.00819599
0.392578  -0.00714637  0.299475  0.00807409
0.394531  -0.00721564  0.29946  0.00795092
0.396484  -0.00728382  0.299445  0.00782649
0.398438  -0.00735091  0.299431  0.00770082
0.400391  -0.0074169  0.299416  0.00757394
0.402344  -0.00748177  0.299402  0.00744586
0.404297  -0.00754552  0.299388  0.00731661
0.40625  -0.00760813  0.299375  0.00718619
0.408203  -0.00766961  0.299361  0.00705464
0.410156  -0.00772993  0.299348  0.00692198
0.412109  -0.00778908  0.299335  0.00678821
0.414062  -0.00784707  0.299323  0.00665337
0.416016  -0.00790389  0.29931  0.00651748
0.417969  -0.00795951  0.299298  0.00638055
0.419922  -0.00801394  0.299286  0.00624262
0.421875  -0.00806717  0.299275  0.00610369
0.423828  -0.00811919  0.299263  0.00596379
0.425781  -0.00816999  0.299252  0.00582295
0.427734  -0.00821956  0.299241  0.00568118
0.429688  -0.0082679  0.299231  0.00553851
0.431641  -0.008315  0.299221  0.00539496
0.433594  -0.00836085  0.299211  0.00525055
0.435547  -0.00840545  0.299201  0.0051053
0.4375  -0.00844879  0.299191  0.00495925
0.439453  -0.00849086  0.299182  0.0048124
0.441406  -0.00853166  0.299173  0.00466479
0.443359  -0.00857118  0.299165  0.00451644
0.445312  -0.00860942  0.299156  0.00436737
0.447266  -0.00864636  0.299148  0.0042176
0.449219  -0.00868201  0.299141  0.00406717
0.451172  -0.00871636  0.299133  0.00391608
0.453125  -0.0087494  0.299126  0.00376437
0.455078  -0.00878113  0.299119  0.00361206
0.457031  -0.00881155  0.299112  0.00345917
0.458984  -0.00884064  0.299106  0.00330573
0.460938  -0.00886841  0.2991  0.00315177
0.462891  -0.00889485  0.299094  0.0029973
0.464844  -0.00891996  0.299089  0.00284235
0.466797  -0.00894374  0.299084  0.00268696
0.46875  -0.00896617  0.299079  0.00253113
0.470703  -0.00898726  0.299074  0.0023749
0.472656  -0.009007  0.29907  0.00221828
0.474609  -0.0090254  0.299066  0.00206132
0.476562  -0.00904244  0.299062  0.00190402
0.478516  -0.00905813  0.299059  0.00174643
0.480469  -0.00907246  0.299055  0.00158855
0.482422  -0.00908544  0.299053  0.00143042
0.484375  -0.00909705  0.29905  0.00127206
0.486328  -0.0091073  0.299048  0.0011135
0.488281  -0.00911619  0.299046  0.000954756
0.490234  -0.00912371  0.299044  0.000795863
0.492188  -0.00912987  0.299043  0.000636843
0.494141  -0.00913466  0.299042  0.000477721
0.496094  -0.00913808  0.299041  0.000318523
0.498047  -0.00914013  0.299041  0.000159274
0.5  -0.00914081  0.299041  -3.79212e-15
0.501953  -0.00914013  0.299041  -0.000159274
0.503906  -0.00913808  0.299041  -0.000318523
0.505859  -0.00913466  0.299042  -0.000477721
0.507812  -0.00912987  0.299043  -0.000636843
0.509766  -0.00912371  0.299044  -0.000795863
0.511719  -0.00911619  0.299046  -0.000954756
0.513672  -0.0091073  0.299048  -0.0011135
0.515625  -0.00909705  0.29905  -0.00127206
0.517578  -0.00908544  0.299053  -0.00143042
0.519531  -0.00907246  0.299055  -0.00158855
0.521484  -0.00905813  0.299059  -0.00174643
0.523438  -0.00904244  0.299062  -0.00190402
0.525391  -0.0090254  0.299066  -0.00206132
0.527344  -0.009007  0.29907  -0.00221828
0.529297  -0.00898726  0.299074  -0.0023749
0.53125  -0.00896617  0.299079  -0.00253113
0.533203  -0.00894374  0.299084  -0.00268696
0.535156  -0.00891996  0.299089  -0.00284235
0.537109  -0.00889485  0.299094  -0.0029973
0.539062  -0.00886841  0.2991  -0.00315177
0.541016  -0.00884064  0.299106  -0.00330573
0.542969  -0.00881155  0.299112  -0.00345917
0.544922  -0.00878113  0.299119  -0.00361206
0.546875  -0.0087494  0.299126  -0.00376437
0.548828  -0.00871636  0.299133  -0.00391608
0.550781  -0.00868201  0.299141  -0.00406717
0.552734  -0.00864636  0.299148  -0.0042176
0.554688  -0.00860942  0.299156  -0.00436737
0.556641  -0.00857118  0.299165  -0.00451644
0.558594  -0.00853166  0.299173  -0.00466479
0.560547  -0.00849086  0.299182  -0.0048124
0.5625  -0.00844879  0.299191  -0.00495925
0.564453  -0.00840545  0.299201  -0.0051053
0.566406  -0.00836085  0.299211  -0.00525055
0.568359  -0.008315  0.299221  -0.00539496
0.570312  -0.0082679  0.299231  -0.00553851
0.572266  -0.00821956  0.299241  -0.00568118
0.574219  -0.00816999  0.299252  -0.00582295
0.576172  -0.00811919  0.299263  -0.00596379
0.578125  -0.00806717  0.299275  -0.00610369
0.580078  -0.00801394  0.299286  -0.00624262
0.582031  -0.00795951  0.299298  -0.00638055
0.583984  -0.00790389  0.29931  -0.00651748
0.585938  -0.00784707  0.299323  -0.00665337
0.587891  -0.00778908  0.299335  -0.00678821
0.589844  -0.00772993  0.299348  -0.00692198
0.591797  -0.00766961  0.299361  -0.00705464
0.59375  -0.00760813  0.299375  -0.00718619
0.595703  -0.00754552  0.299388  -0.00731661
0.597656  -0.00748177  0.299402  -0.00744586
0.599609  -0.0074169  0.299416  -0.00757394
0.601562  -0.00735091  0.299431  -0.00770082
0.603516  -0.00728382  0.299445  -0.00782649
0.605469  -0.00721564  0.29946  -0.00795092
0.607422  -0.00714637  0.299475  -0.00807409
0.609375  -0.00707602  0.299491  -0.00819599
0.611328  -0.00700461  0.299506  -0.0083166
0.613281  -0.00693215  0.299522  -0.0084359
0.615234  -0.00685864  0.299538  -0.00855386
0.617188  -0.0067841  0.299554  -0.00867048
0.619141  -0.00670855  0.299571  -0.00878574
0.621094  -0.00663198  0.299587  -0.00889961
0.623047  -0.00655441  0.299604  -0.00901209
0.625  -0.00647586  0.299621  -0.00912314
0.626953  -0.00639633  0.299639  -0.00923277
0.628906  -0.00631584  0.299656  -0.00934094
0.630859  -0.00623439  0.299674  -0.00944765
0.632812  -0.00615201  0.299692  -0.00955287
0.634766  -0.0060687  0.29971  -0.0096566
0.636719  -0.00598447  0.299729  -0.00975882
0.638672  -0.00589935  0.299747  -0.0098595
0.640625  -0.00581333  0.299766  -0.00995865
0.642578  -0.00572643  0.299785  -0.0100562
0.644531  -0.00563868  0.299804  -0.0101522
0.646484  -0.00555007  0.299823  -0.0102467
0.648438  -0.00546062  0.299843  -0.0103395
0.650391  -0.00537035  0.299862  -0.0104307
0.652344  -0.00527926  0.299882  -0.0105203
0.654297  -0.00518738  0.299902  -0.0106082
0.65625  -0.00509471  0.299922  -0.0106945
0.658203  -0.00500128  0.299943  -0.0107792
0.660156  -0.00490709  0.299963  -0.0108621
0.662109  -0.00481215  0.299984  -0.0109434
0.664062  -0.00471649  0.300005  -0.0110229
0.666016  -0.00462011  0.300026  -0.0111008
0.667969  -0.00452304  0.300047  -0.0111769
0.669922  -0.00442528  0.300068  -0.0112513
0.671875  -0.00432684  0.300089  -0.0113239
0.673828  -0.00422776  0.300111  -0.0113948
0.675781  -0.00412803  0.300133  -0.011464
0.677734  -0.00402767  0.300155  -0.0115313
0.679688  -0.0039267  0.300176  -0.0115969
0.681641  -0.00382514  0.300199  -0.0116606
0.683594  -0.00372299  0.300221  -0.0117226
0.685547  -0.00362028  0.300243  -0.0117828
0.6875  -0.00351702  0.300266  -0.0118411
0.689453  -0.00341323  0.300288  -0.0118977
0.691406  -0.00330891  0.300311  -0.0119524
0.693359  -0.00320409  0.300334  -0.0120052
0.695312  -0.00309878  0.300357  -0.0120562
0.697266  -0.002993  0.30038  -0.0121054
0.699219  -0.00288676  0.300403  -0.0121527
0.701172  -0.00278008  0.300426  -0.0121981
0.703125  -0.00267298  0.300449  -0.0122416
0.705078  -0.00256546  0.300473  -0.0122833
0.707031  -0.00245755  0.300496  -0.0123231
0.708984  -0.00234927  0.30052  -0.012361
0.710938  -0.00224063  0.300543  -0.012397
0.712891  -0.00213164  0.300567  -0.0124312
0.714844  -0.00202232  0.300591  -0.0124634
0.716797  -0.00191269  0.300614  -0.0124937
0.71875  -0.00180277  0.300638  -0.0125221
0.720703  -0.00169257  0.300662  -0.0125487
0.722656  -0.0015821  0.300686  -0.0125733
0.724609  -0.00147139  0.30071  -0.0125959
0.726562  -0.00136045  0.300734  -0.0126167
0.728516  -0.0012493  0.300759  -0.0126356
0.730469  -0.00113795  0.300783  -0.0126525
0.732422  -0.00102643  0.300807  -0.0126675
0.734375  -0.000914737  0.300831  -0.0126806
0.736328  -0.000802902  0.300856  -0.0126918
0.738281  -0.000690939  0.30088  -0.0127011
0.740234  -0.000578864  0.300904  -0.0127084
0.742188  -0.000466695  0.300929  -0.0127138
0.744141  -0.000354447  0.300953  -0.0127173
0.746094  -0.000242137  0.300977  -0.0127189
0.748047  -0.000129784  0.301002  -0.0127185
0.75  -1.74031e-05  0.301026  -0.0127163
0.751953  9.49883e-05  0.301051  -0.0127121
0.753906  0.000207373  0.301075  -0.012706
0.755859  0.000319735  0.301099  -0.012698
0.757812  0.000432056  0.301124  -0.0126881
0.759766  0.00054432  0.301148  -0.0126763
0.761719  0.00065651  0.301173  -0.0126626
0.763672  0.000768609  0.301197  -0.0126469
0.765625  0.000880599  0.301221  -0.0126294
0.767578  0.000992465  0.301245  -0.01261
0.769531  0.00110419  0.30127  -0.0125887
0.771484  0.00121575  0.301294  -0.0125656
0.773438  0.00132714  0.301318  -0.0125405
0.775391  0.00143834  0.301342  -0.0125136
0.777344  0.00154933  0.301366  -0.0124849
0.779297  0.00166009  0.30139  -0.0124542
0.78125  0.00177061  0.301414  -0.0124217
0.783203  0.00188087  0.301438  -0.0123874
0.785156  0.00199086  0.301462  -0.0123512
0.787109  0.00210055  0.301486  -0.0123132
0.789062  0.00220993  0.30151  -0.0122733
0.791016  0.00231899  0.301533  -0.0122317
0.792969  0.0024277  0.301557  -0.0121882
0.794922  0.00253606  0.30158  -0.0121429
0.796875  0.00264404  0.301604  -0.0120958
0.798828  0.00275162  0.301627  -0.012047
0.800781  0.0028588  0.30165  -0.0119963
0.802734  0.00296556  0.301673  -0.0119439
0.804688  0.00307188  0.301697  -0.0118897
0.806641  0.00317773  0.301719  -0.0118338
0.808594  0.00328312  0.301742  -0.0117761
0.810547  0.00338802  0.301765  -0.0117167
0.8125  0.00349241  0.301788  -0.0116556
0.814453  0.00359628  0.30181  -0.0115927
0.816406  0.00369962  0.301833  -0.0115282
0.818359  0.00380241  0.301855  -0.0114619
0.820312  0.00390462  0.301877  -0.011394
0.822266  0.00400626  0.301899  -0.0113244
0.824219  0.00410729  0.301921  -0.0112532
0.826172  0.00420771  0.301943  -0.0111803
0.828125  0.00430751  0.301964  -0.0111057
0.830078  0.00440665  0.301986  -0.0110296
0.832031  0.00450514  0.302007  -0.0109518
0.833984  0.00460296  0.302028  -0.0108724
0.835938  0.00470008  0.302049  -0.0107915
0.837891  0.0047965  0.30207  -0.010709
0.839844  0.00489221  0.302091  -0.0106249
0.841797  0.00498717  0.302112  -0.0105393
0.84375  0.0050814  0.302132  -0.0104521
0.845703  0.00517485  0.302152  -0.0103634
0.847656  0.00526754  0.302172  -0.0102732
0.849609  0.00535943  0.302192  -0.0101815
0.851562  0.00545051  0.302212  -0.0100884
0.853516  0.00554078  0.302231  -0.00999376
0.855469  0.00563022  0.302251  -0.00989769
0.857422  0.00571881  0.30227  -0.00980019
0.859375  0.00580654  0.302289  -0.00970127
0.861328  0.0058934  0.302308  -0.00960094
0.863281  0.00597937  0.302326  -0.00949923
0.865234  0.00606444  0.302345  -0.00939615
0.867188  0.0061486  0.302363  -0.00929171
0.869141  0.00623183  0.302381  -0.00918594
0.871094  0.00631413  0.302399  -0.00907883
0.873047  0.00639548  0.302417  -0.00897042
0.875  0.00647586  0.302434  -0.00886072
0.876953  0.00655527  0.302451  -0.00874974
0.878906  0.00663369  0.302468  -0.0086375
0.880859  0.00671111  0.302485  -0.00852403
0.882812  0.00678752  0.302501  -0.00840932
0.884766  0.0068629  0.302518  -0.00829341
0.886719  0.00693726  0.302534  -0.00817631
0.888672  0.00701056  0.30255  -0.00805804
0.890625  0.00708281  0.302565  -0.00793861
0.892578  0.00715399  0.302581  -0.00781804
0.894531  0.00722409  0.302596  -0.00769636
0.896484  0.00729311  0.302611  -0.00757357
0.898438  0.00736102  0.302625  -0.0074497
0.900391  0.00742782  0.30264  -0.00732476
0.902344  0.0074935  0.302654  -0.00719878
0.904297  0.00755805  0.302668  -0.00707177
0.90625  0.00762145  0.302682  -0.00694374
0.908203  0.00768371  0.302695  -0.00681473
0.910156  0.00774481  0.302709  -0.00668475
0.912109  0.00780473  0.302721  -0.00655381
0.914062  0.00786348  0.302734  -0.00642194
0.916016  0.00792104  0.302747  -0.00628915
0.917969  0.0079774  0.302759  -0.00615547
0.919922  0.00803256  0.302771  -0.00602091
0.921875  0.00808651  0.302782  -0.00588549
0.923828  0.00813923  0.302794  -0.00574924
0.925781  0.00819072  0.302805  -0.00561216
0.927734  0.00824097  0.302816  -0.0054743
0.929688  0.00828998  0.302826  -0.00533565
0.931641  0.00833773  0.302837  -0.00519625
0.933594  0.00838423  0.302847  -0.0050561
0.935547  0.00842945  0.302857  -0.00491524
0.9375  0.0084734  0.302866  -0.00477369
0.939453  0.00851607  0.302875  -0.00463145
0.941406  0.00855745  0.302884  -0.00448856
0.943359  0.00859754  0.302893  -0.00434503
0.945312  0.00863632  0.302901  -0.00420089
0.947266  0.0086738  0.302909  -0.00405615
0.949219  0.00870997  0.302917  -0.00391084
0.951172  0.00874482  0.302925  -0.00376497
0.953125  0.00877834  0.302932  -0.00361857
0.955078  0.00881054  0.302939  -0.00347166
0.957031  0.0088414  0.302946  -0.00332426
0.958984  0.00887093  0.302952  -0.00317638
0.960938  0.00889911  0.302958  -0.00302806
0.962891  0.00892594  0.302964  -0.00287931
0.964844  0.00895143  0.302969  -0.00273015
0.966797  0.00897556  0.302975  -0.00258061
0.96875  0.00899833  0.30298  -0.0024307
0.970703  0.00901973  0.302984  -0.00228045
0.972656  0.00903977  0.302989  -0.00212988
0.974609  0.00905845  0.302993  -0.001979
0.976562  0.00907575  0.302996  -0.00182785
0.978516  0.00909168  0.303  -0.00167643
0.980469  0.00910623  0.303003  -0.00152478
0.982422  0.0091194  0.303006  -0.00137292
0.984375  0.00913119  0.303008  -0.00122086
0.986328  0.00914159  0.303011  -0.00106863
0.988281  0.00915062  0.303012  -0.00091625
0.990234  0.00915825  0.303014  -0.000763739
0.992188  0.00916451  0.303015  -0.000611121
0.994141  0.00916937  0.303017  -0.000458416
0.996094  0.00917284  0.303017  -0.000305647
0.998047  0.00917493  0.303018  -0.000152834
