# D = 117.16
# x/p  delta  log(2+delta)  velocity
0.128906  -0.00603728  0.299717  0.0112023
0.130859  -0.00595938  0.299734  0.0113304
0.132812  -0.00588057  0.299751  0.0114568
0.134766  -0.00580088  0.299769  0.0115813
0.136719  -0.00572032  0.299786  0.0117041
0.138672  -0.00563889  0.299804  0.011825
0.140625  -0.00555661  0.299822  0.0119441
0.142578  -0.0054735  0.29984  0.0120613
0.144531  -0.00538955  0.299858  0.0121767
0.146484  -0.0053048  0.299877  0.0122901
0.148438  -0.00521924  0.299895  0.0124016
0.150391  -0.0051329  0.299914  0.0125112
0.152344  -0.00504578  0.299933  0.0126189
0.154297  -0.0049579  0.299952  0.0127246
0.15625  -0.00486927  0.299971  0.0128283
0.158203  -0.00477991  0.299991  0.01293
0.160156  -0.00468982  0.30001  0.0130297
0.162109  -0.00459902  0.30003  0.0131274
0.164062  -0.00450753  0.30005  0.0132231
0.166016  -0.00441536  0.30007  0.0133167
0.167969  -0.00432251  0.30009  0.0134082
0.169922  -0.00422902  0.300111  0.0134977
0.171875  -0.00413488  0.300131  0.0135851
0.173828  -0.00404012  0.300152  0.0136704
0.175781  -0.00394474  0.300173  0.0137536
0.177734  -0.00384877  0.300193  0.0138346
0.179688  -0.00375221  0.300214  0.0139135
0.181641  -0.00365508  0.300236  0.0139903
0.183594  -0.0035574  0.300257  0.0140649
0.185547  -0.00345918  0.300278  0.0141373
0.1875  -0.00336043  0.3003  0.0142076
0.189453  -0.00326117  0.300321  0.0142757
0.191406  -0.00316142  0.300343  0.0143416
0.193359  -0.00306118  0.300365  0.0144052
0.195312  -0.00296048  0.300387  0.0144667
0.197266  -0.00285933  0.300409  0.014526
0.199219  -0.00275774  0.300431  0.014583
0.201172  -0.00265574  0.300453  0.0146378
0.203125  -0.00255332  0.300475  0.0146903
0.205078  -0.00245052  0.300498  0.0147406
0.207031  -0.00234734  0.30052  0.0147887
0.208984  -0.00224381  0.300542  0.0148344
0.210938  -0.00213992  0.300565  0.0148779
0.212891  -0.00203572  0.300588  0.0149192
0.214844  -0.00193119  0.30061  0.0149582
0.216797  -0.00182638  0.300633  0.0149948
0.21875  -0.00172128  0.300656  0.0150292
0.220703  -0.00161591  0.300679  0.0150614
0.222656  -0.0015103  0.300702  0.0150912
0.224609  -0.00140445  0.300725  0.0151187
0.226562  -0.00129839  0.300748  0.0151439
0.228516  -0.00119212  0.300771  0.0151669
0.230469  -0.00108567  0.300794  0.0151875
0.232422  -0.000979046  0.300817  0.0152058
0.234375  -0.00087227  0.300841  0.0152219
0.236328  -0.000765356  0.300864  0.0152356
0.238281  -0.00065832  0.300887  0.015247
0.240234  -0.000551179  0.30091  0.0152561
0.242188  -0.000443948  0.300934  0.0152629
0.244141  -0.000336644  0.300957  0.0152674
0.246094  -0.000229283  0.30098  0.0152696
0.248047  -0.00012188  0.301004  0.0152695
0.25  -1.44528e-05  0.301027  0.0152671
0.251953  9.29833e-05  0.30105  0.0152624
0.253906  0.000200412  0.301074  0.0152554
0.255859  0.000307817  0.301097  0.0152461
0.257812  0.000415182  0.30112  0.0152345
0.259766  0.000522491  0.301143  0.0152206
0.261719  0.000629728  0.301167  0.0152044
0.263672  0.000736876  0.30119  0.015186
0.265625  0.00084392  0.301213  0.0151653
0.267578  0.000950843  0.301236  0.0151423
0.269531  0.00105763  0.30126  0.015117
0.271484  0.00116426  0.301283  0.0150895
0.273438  0.00127073  0.301306  0.0150597
0.275391  0.00137701  0.301329  0.0150277
0.277344  0.00148308  0.301352  0.0149935
0.279297  0.00158895  0.301375  0.014957
0.28125  0.00169457  0.301398  0.0149182
0.283203  0.00179995  0.301421  0.0148773
0.285156  0.00190506  0.301443  0.0148341
0.287109  0.0020099  0.301466  0.0147888
0.289062  0.00211443  0.301489  0.0147412
0.291016  0.00221866  0.301512  0.0146915
0.292969  0.00232255  0.301534  0.0146395
0.294922  0.0024261  0.301556  0.0145854
0.296875  0.00252929  0.301579  0.0145292
0.298828  0.0026321  0.301601  0.0144707
0.300781  0.00273453  0.301623  0.0144102
0.302734  0.00283654  0.301646  0.0143475
0.304688  0.00293814  0.301668  0.0142827
0.306641  0.0030393  0.301689  0.0142158
0.308594  0.00314  0.301711  0.0141468
0.310547  0.00324024  0.301733  0.0140757
0.3125  0.00333999  0.301755  0.0140025
0.314453  0.00343925  0.301776  0.0139272
0.316406  0.00353799  0.301798  0.01385
0.318359  0.0036362  0.301819  0.0137706
0.320312  0.00373387  0.30184  0.0136893
0.322266  0.00383098  0.301861  0.0136059
0.324219  0.00392752  0.301882  0.0135206
0.326172  0.00402347  0.301903  0.0134332
0.328125  0.00411882  0.301923  0.0133439
0.330078  0.00421355  0.301944  0.0132526
0.332031  0.00430765  0.301964  0.0131594
0.333984  0.00440111  0.301985  0.0130643
0.335938  0.0044939  0.302005  0.0129673
0.337891  0.00458603  0.302025  0.0128683
0.339844  0.00467746  0.302045  0.0127675
0.341797  0.00476819  0.302064  0.0126648
0.34375  0.00485821  0.302084  0.0125603
0.345703  0.0049475  0.302103  0.0124539
0.347656  0.00503605  0.302122  0.0123458
0.349609  0.00512383  0.302141  0.0122358
0.351562  0.00521085  0.30216  0.0121241
0.353516  0.00529709  0.302179  0.0120105
0.355469  0.00538253  0.302197  0.0118953
0.357422  0.00546716  0.302216  0.0117783
0.359375  0.00555097  0.302234  0.0116596
0.361328  0.00563395  0.302252  0.0115392
0.363281  0.00571608  0.302269  0.0114171
0.365234  0.00579734  0.302287  0.0112934
0.367188  0.00587774  0.302304  0.0111681
0.369141  0.00595725  0.302322  0.0110411
0.371094  0.00603586  0.302339  0.0109125
0.373047  0.00611357  0.302356  0.0107824
0.375  0.00619035  0.302372  0.0106507
0.376953  0.00626621  0.302389  0.0105174
0.378906  0.00634112  0.302405  0.0103827
0.380859  0.00641507  0.302421  0.0102464
0.382812  0.00648806  0.302437  0.0101087
0.384766  0.00656006  0.302452  0.00996949
0.386719  0.00663109  0.302468  0.00982886
0.388672  0.00670111  0.302483  0.00968681
0.390625  0.00677012  0.302498  0.00954337
0.392578  0.00683811  0.302512  0.00939856
0.394531  0.00690507  0.302527  0.00925239
0.396484  0.00697098  0.302541  0.00910489
0.398438  0.00703585  0.302555  0.00895609
0.400391  0.00709965  0.302569  0.008806
0.402344  0.00716238  0.302583  0.00865464
0.404297  0.00722404  0.302596  0.00850205
0.40625  0.0072846  0.302609  0.00834823
0.408203  0.00734406  0.302622  0.00819322
0.410156  0.00740241  0.302634  0.00803703
0.412109  0.00745965  0.302647  0.00787969
0.414062  0.00751576  0.302659  0.00772123
0.416016  0.00757073  0.302671  0.00756165
0.417969  0.00762456  0.302683  0.007401
0.419922  0.00767724  0.302694  0.00723929
0.421875  0.00772876  0.302705  0.00707654
0.423828  0.00777912  0.302716  0.00691278
0.425781  0.00782829  0.302727  0.00674803
0.427734  0.00787629  0.302737  0.00658232
0.429688  0.00792309  0.302747  0.00641567
0.431641  0.0079687  0.302757  0.0062481
0.433594  0.0080131  0.302767  0.00607965
0.435547  0.00805629  0.302776  0.00591032
0.4375  0.00809827  0.302785  0.00574015
0.439453  0.00813902  0.302794  0.00556917
0.441406  0.00817854  0.302802  0.00539739
0.443359  0.00821682  0.302811  0.00522484
0.445312  0.00825386  0.302819  0.00505154
0.447266  0.00828965  0.302826  0.00487753
0.449219  0.00832419  0.302834  0.00470282
0.451172  0.00835747  0.302841  0.00452745
0.453125  0.00838949  0.302848  0.00435143
0.455078  0.00842023  0.302855  0.00417479
0.457031  0.00844971  0.302861  0.00399755
0.458984  0.0084779  0.302867  0.00381975
0.460938  0.00850482  0.302873  0.0036414
0.462891  0.00853044  0.302878  0.00346254
0.464844  0.00855478  0.302884  0.00328319
0.466797  0.00857782  0.302889  0.00310336
0.46875  0.00859957  0.302893  0.0029231
0.470703  0.00862001  0.302898  0.00274242
0.472656  0.00863915  0.302902  0.00256136
0.474609  0.00865698  0.302906  0.00237992
0.476562  0.0086735  0.302909  0.00219815
0.478516  0.00868871  0.302913  0.00201607
0.480469  0.00870261  0.302916  0.00183371
0.482422  0.00871518  0.302918  0.00165108
0.484375  0.00872644  0.302921  0.00146821
0.486328  0.00873638  0.302923  0.00128514
0.488281  0.008745  0.302925  0.00110189
0.490234  0.00875229  0.302926  0.000918482
0.492188  0.00875826  0.302928  0.000734942
0.494141  0.0087629  0.302929  0.000551298
0.496094  0.00876622  0.302929  0.000367575
0.498047  0.00876821  0.30293  0.000183801
0.5  0.00876887  0.30293  -6.6323e-16
0.501953  0.00876821  0.30293  -0.000183801
0.503906  0.00876622  0.302929  -0.000367575
0.505859  0.0087629  0.302929  -0.000551298
0.507812  0.00875826  0.302928  -0.000734942
0.509766  0.00875229  0.302926  -0.000918482
0.511719  0.008745  0.302925  -0.00110189
0.513672  0.00873638  0.302923  -0.00128514
0.515625  0.00872644  0.302921  -0.00146821
0.517578  0.00871518  0.302918  -0.00165108
0.519531  0.00870261  0.302916  -0.00183371
0.521484  0.00868871  0.302913  -0.00201607
0.523438  0.0086735  0.302909  -0.00219815
0.525391  0.00865698  0.302906  -0.00237992
0.527344  0.00863915  0.302902  -0.00256136
0.529297  0.00862001  0.302898  -0.00274242
0.53125  0.00859957  0.302893  -0.0029231
0.533203  0.00857782  0.302889  -0.00310336
0.535156  0.00855478  0.302884  -0.00328319
0.537109  0.00853044  0.302878  -0.00346254
0.539062  0.00850482  0.302873  -0.0036414
0.541016  0.0084779  0.302867  -0.00381975
0.542969  0.00844971  0.302861  -0.00399755
0.544922  0.00842023  0.302855  -0.00417479
0.546875  0.00838949  0.302848  -0.00435143
0.548828  0.00835747  0.302841  -0.00452745
0.550781  0.00832419  0.302834  -0.00470282
0.552734  0.00828965  0.302826  -0.00487753
0.554688  0.00825386  0.302819  -0.00505154
0.556641  0.00821682  0.302811  -0.00522484
0.558594  0.00817854  0.302802  -0.00539739
0.560547  0.00813902  0.302794  -0.00556917
0.5625  0.00809827  0.302785  -0.00574015
0.564453  0.00805629  0.302776  -0.00591032
0.566406  0.0080131  0.302767  -0.00607965
0.568359  0.0079687  0.302757  -0.0062481
0.570312  0.00792309  0.302747  -0.00641567
0.572266  0.00787629  0.302737  -0.00658232
0.574219  0.00782829  0.302727  -0.00674803
0.576172  0.00777912  0.302716  -0.00691278
0.578125  0.00772876  0.302705  -0.00707654
0.580078  0.00767724  0.302694  -0.00723929
0.582031  0.00762456  0.302683  -0.007401
0.583984  0.00757073  0.302671  -0.00756165
0.585938  0.00751576  0.302659  -0.00772123
0.587891  0.00745965  0.302647  -0.00787969
0.589844  0.00740241  0.302634  -0.00803703
0.591797  0.00734406  0.302622  -0.00819322
0.59375  0.0072846  0.302609  -0.00834823
0.595703  0.00722404  0.302596  -0.00850205
0.597656  0.00716238  0.302583  -0.00865464
0.599609  0.00709965  0.302569  -0.008806
0.601562  0.00703585  0.302555  -0.00895609
0.603516  0.00697098  0.302541  -0.00910489
0.605469  0.00690507  0.302527  -0.00925239
0.607422  0.00683811  0.302512  -0.00939856
0.609375  0.00677012  0.302498  -0.00954337
0.611328  0.00670111  0.302483  -0.00968681
0.613281  0.00663109  0.302468  -0.00982886
0.615234  0.00656006  0.302452  -0.00996949
0.617188  0.00648806  0.302437  -0.0101087
0.619141  0.00641507  0.302421  -0.0102464
0.621094  0.00634112  0.302405  -0.0103827
0.623047  0.00626621  0.302389  -0.0105174
0.625  0.00619035  0.302372  -0.0106507
0.626953  0.00611357  0.302356  -0.0107824
0.628906  0.00603586  0.302339  -0.0109125
0.630859  0.00595725  0.302322  -0.0110411
0.632812  0.00587774  0.302304  -0.0111681
0.634766  0.00579734  0.302287  -0.0112934
0.636719  0.00571608  0.302269  -0.0114171
0.638672  0.00563395  0.302252  -0.0115392
0.640625  0.00555097  0.302234  -0.0116596
0.642578  0.00546716  0.302216  -0.0117783
0.644531  0.00538253  0.302197  -0.0118953
0.646484  0.00529709  0.302179  -0.0120105
0.648438  0.00521085  0.30216  -0.0121241
0.650391  0.00512383  0.302141  -0.0122358
0.652344  0.00503605  0.302122  -0.0123458
0.654297  0.0049475  0.302103  -0.0124539
0.65625  0.00485821  0.302084  -0.0125603
0.658203  0.00476819  0.302064  -0.0126648
0.660156  0.00467746  0.302045  -0.0127675
0.662109  0.00458603  0.302025  -0.0128683
0.664062  0.0044939  0.302005  -0.0129673
0.666016  0.00440111  0.301985  -0.0130643
0.667969  0.00430765  0.301964  -0.0131594
0.669922  0.00421355  0.301944  -0.0132526
0.671875  0.00411882  0.301923  -0.0133439
0.673828  0.00402347  0.301903  -0.0134332
0.675781  0.00392752  0.301882  -0.0135206
0.677734  0.00383098  0.301861  -0.0136059
0.679688  0.00373387  0.30184  -0.0136893
0.681641  0.0036362  0.301819  -0.0137706
0.683594  0.00353799  0.301798  -0.01385
0.685547  0.00343925  0.301776  -0.0139272
0.6875  0.00333999  0.301755  -0.0140025
0.689453  0.00324024  0.301733  -0.0140757
0.691406  0.00314  0.301711  -0.0141468
0.693359  0.0030393  0.301689  -0.0142158
0.695312  0.00293814  0.301668  -0.0142827
0.697266  0.00283654  0.301646  -0.0143475
0.699219  0.00273453  0.301623  -0.0144102
0.701172  0.0026321  0.301601  -0.0144707
0.703125  0.00252929  0.301579  -0.0145292
0.705078  0.0024261  0.301556  -0.0145854
0.707031  0.00232255  0.301534  -0.0146395
0.708984  0.00221866  0.301512  -0.0146915
0.710938  0.00211443  0.301489  -0.0147412
0.712891  0.0020099  0.301466  -0.0147888
0.714844  0.00190506  0.301443  -0.0148341
0.716797  0.00179995  0.301421  -0.0148773
0.71875  0.00169457  0.301398  -0.0149182
0.720703  0.00158895  0.301375  -0.014957
0.722656  0.00148308  0.301352  -0.0149935
0.724609  0.00137701  0.301329  -0.0150277
0.726562  0.00127073  0.301306  -0.0150597
0.728516  0.00116426  0.301283  -0.0150895
0.730469  0.00105763  0.30126  -0.015117
0.732422  0.000950843  0.301236  -0.0151423
0.734375  0.00084392  0.301213  -0.0151653
0.736328  0.000736876  0.30119  -0.015186
0.738281  0.000629728  0.301167  -0.0152044
0.740234  0.000522491  0.301143  -0.0152206
0.742188  0.000415182  0.30112  -0.0152345
0.744141  0.000307817  0.301097  -0.0152461
0.746094  0.000200412  0.301074  -0.0152554
0.748047  9.29833e-05  0.30105  -0.0152624
0.75  -1.44528e-05  0.301027  -0.0152671
0.751953  -0.00012188  0.301004  -0.0152695
0.753906  -0.000229283  0.30098  -0.0152696
0.755859  -0.000336644  0.300957  -0.0152674
0.757812  -0.000443948  0.300934  -0.0152629
0.759766  -0.000551179  0.30091  -0.0152561
0.761719  -0.00065832  0.300887  -0.015247
0.763672  -0.000765356  0.300864  -0.0152356
0.765625  -0.00087227  0.300841  -0.0152219
0.767578  -0.000979046  0.300817  -0.0152058
0.769531  -0.00108567  0.300794  -0.0151875
0.771484  -0.00119212  0.300771  -0.0151669
0.773438  -0.00129839  0.300748  -0.0151439
0.775391  -0.00140445  0.300725  -0.0151187
0.777344  -0.0015103  0.300702  -0.0150912
0.779297  -0.00161591  0.300679  -0.0150614
0.78125  -0.00172128  0.300656  -0.0150292
0.783203  -0.00182638  0.300633  -0.0149948
0.785156  -0.00193119  0.30061  -0.0149582
0.787109  -0.00203572  0.300588  -0.0149192
0.789062  -0.00213992  0.300565  -0.0148779
0.791016  -0.00224381  0.300542  -0.0148344
0.792969  -0.00234734  0.30052  -0.0147887
0.794922  -0.00245052  0.300498  -0.0147406
0.796875  -0.00255332  0.300475  -0.0146903
0.798828  -0.00265574  0.300453  -0.0146378
0.800781  -0.00275774  0.300431  -0.014583
0.802734  -0.00285933  0.300409  -0.014526
0.804688  -0.00296048  0.300387  -0.0144667
0.806641  -0.00306118  0.300365  -0.0144052
0.808594  -0.00316142  0.300343  -0.0143416
0.810547  -0.00326117  0.300321  -0.0142757
0.8125  -0.00336043  0.3003  -0.0142076
0.814453  -0.00345918  0.300278  -0.0141373
0.816406  -0.0035574  0.300257  -0.0140649
0.818359  -0.00365508  0.300236  -0.0139903
0.820312  -0.00375221  0.300214  -0.0139135
0.822266  -0.00384877  0.300193  -0.0138346
0.824219  -0.00394474  0.300173  -0.0137536
0.826172  -0.00404012  0.300152  -0.0136704
0.828125  -0.00413488  0.300131  -0.0135851
0.830078  -0.00422902  0.300111  -0.0134977
0.832031  -0.00432251  0.30009  -0.0134082
0.833984  -0.00441536  0.30007  -0.0133167
0.835938  -0.00450753  0.30005  -0.0132231
0.837891  -0.00459902  0.30003  -0.0131274
0.839844  -0.00468982  0.30001  -0.0130297
0.841797  -0.00477991  0.299991  -0.01293
0.84375  -0.00486927  0.299971  -0.0128283
0.845703  -0.0049579  0.299952  -0.0127246
0.847656  -0.00504578  0.299933  -0.0126189
0.849609  -0.0051329  0.299914  -0.0125112
0.851562  -0.00521924  0.299895  -0.0124016
0.853516  -0.0053048  0.299877  -0.0122901
0.855469  -0.00538955  0.299858  -0.0121767
0.857422  -0.0054735  0.29984  -0.0120613
0.859375  -0.00555661  0.299822  -0.0119441
0.861328  -0.00563889  0.299804  -0.011825
0.863281  -0.00572032  0.299786  -0.0117041
0.865234  -0.00580088  0.299769  -0.0115813
0.867188  -0.00588057  0.299751  -0.0114568
0.869141  -0.00595938  0.299734  -0.0113304
0.871094  -0.00603728  0.299717  -0.0112023
0.873047  -0.00611428  0.2997  -0.0110724
0.875  -0.00619035  0.299684  -0.0109408
0.876953  -0.0062655  0.299667  -0.0108074
0.878906  -0.0063397  0.299651  -0.0106724
0.880859  -0.00641294  0.299635  -0.0105357
0.882812  -0.00648522  0.299619  -0.0103974
0.884766  -0.00655653  0.299604  -0.0102574
0.886719  -0.00662684  0.299589  -0.0101158
0.888672  -0.00669616  0.299574  -0.00997262
0.890625  -0.00676448  0.299559  -0.00982788
0.892578  -0.00683177  0.299544  -0.00968159
0.894531  -0.00689804  0.29953  -0.00953378
0.896484  -0.00696327  0.299515  -0.00938447
0.898438  -0.00702746  0.299501  -0.00923368
0.900391  -0.00709058  0.299488  -0.00908144
0.902344  -0.00715265  0.299474  -0.00892777
0.904297  -0.00721363  0.299461  -0.00877269
0.90625  -0.00727354  0.299448  -0.00861623
0.908203  -0.00733235  0.299435  -0.00845842
0.910156  -0.00739005  0.299422  -0.00829926
0.912109  -0.00744665  0.29941  -0.0081388
0.914062  -0.00750213  0.299398  -0.00797706
0.916016  -0.00755649  0.299386  -0.00781405
0.917969  -0.0076097  0.299374  -0.00764981
0.919922  -0.00766178  0.299363  -0.00748437
0.921875  -0.00771271  0.299352  -0.00731773
0.923828  -0.00776247  0.299341  -0.00714995
0.925781  -0.00781107  0.299331  -0.00698103
0.927734  -0.0078585  0.29932  -0.00681101
0.929688  -0.00790476  0.29931  -0.00663991
0.931641  -0.00794982  0.2993  -0.00646776
0.933594  -0.00799369  0.299291  -0.00629458
0.935547  -0.00803636  0.299281  -0.00612041
0.9375  -0.00807783  0.299272  -0.00594527
0.939453  -0.00811808  0.299264  -0.00576919
0.941406  -0.00815712  0.299255  -0.0055922
0.943359  -0.00819493  0.299247  -0.00541431
0.945312  -0.00823152  0.299239  -0.00523557
0.947266  -0.00826686  0.299231  -0.005056
0.949219  -0.00830097  0.299224  -0.00487563
0.951172  -0.00833384  0.299217  -0.00469448
0.953125  -0.00836545  0.29921  -0.00451259
0.955078  -0.00839581  0.299203  -0.00432998
0.957031  -0.00842491  0.299197  -0.00414669
0.958984  -0.00845275  0.299191  -0.00396273
0.960938  -0.00847932  0.299185  -0.00377815
0.962891  -0.00850462  0.299179  -0.00359297
0.964844  -0.00852865  0.299174  -0.00340721
0.966797  -0.0085514  0.299169  -0.00322092
0.96875  -0.00857286  0.299164  -0.00303411
0.970703  -0.00859304  0.29916  -0.00284682
0.972656  -0.00861193  0.299156  -0.00265908
0.974609  -0.00862953  0.299152  -0.00247092
0.976562  -0.00864584  0.299149  -0.00228236
0.978516  -0.00866085  0.299145  -0.00209344
0.980469  -0.00867457  0.299142  -0.00190419
0.982422  -0.00868698  0.29914  -0.00171464
0.984375  -0.00869809  0.299137  -0.00152481
0.986328  -0.0087079  0.299135  -0.00133474
0.988281  -0.00871641  0.299133  -0.00114446
0.990234  -0.0087236  0.299132  -0.000953991
0.992188  -0.00872949  0.29913  -0.000763375
0.994141  -0.00873408  0.299129  -0.000572638
0.996094  -0.00873735  0.299129  -0.000381809
0.998047  -0.00873931  0.299128  -0.00019092
